09:56:44.036 [INFO ] [unusedFiles     ] 분석 시작  {"projectRoot":"D:\\myRoom"}
09:56:45.663 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\furniture\\Nightstand.tsx"}
09:56:45.664 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\room\\furniture\\Nightstand.tsx"}
09:56:45.665 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\furniture\\Nightstand.tsx"}
09:56:45.665 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Nightstand.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SceneItem"]}
09:56:45.665 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\Nightstand.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.665 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.665 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\Nightstand.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE","ROT"]}
09:56:45.665 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\Nightstand.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.665 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.666 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"@/components/canvas/DayNightContext","from":"src\\components\\room\\furniture\\Nightstand.tsx","resolved":"src\\components\\canvas\\DayNightContext.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["useDayNight"]}
09:56:45.666 [DEBUG] [unusedFiles     ] BFS 방문  {"step":41,"file":"src\\components\\room\\furniture\\Trashcan.tsx","queueRemaining":21}
09:56:45.682 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\Trashcan.tsx","importCount":4}
09:56:45.684 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\Trashcan.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.685 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Trashcan.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SceneItem"]}
09:56:45.685 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\Trashcan.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["DELAY"]}
09:56:45.685 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.685 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\Trashcan.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.685 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.685 [DEBUG] [unusedFiles     ] BFS 방문  {"step":42,"file":"src\\components\\room\\constants.ts","queueRemaining":22}
09:56:45.704 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\constants.ts","importCount":0}
09:56:45.706 [DEBUG] [unusedFiles     ] BFS 방문  {"step":43,"file":"src\\components\\room\\materials.ts","queueRemaining":21}
09:56:45.713 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\materials.ts","importCount":0}
09:56:45.715 [DEBUG] [unusedFiles     ] BFS 방문  {"step":44,"file":"src\\components\\room\\decorations\\CatFrames.tsx","queueRemaining":19}
09:56:45.735 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\decorations\\CatFrames.tsx","importCount":8}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["HoverLift"]}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["DELAY"]}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./catTextures","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\decorations\\catTextures.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["CAT_FRAME_META","CAT_URLS"]}
09:56:45.738 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\decorations\\catTextures.ts"}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["AppearGroup"]}
09:56:45.738 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\decorations\\CatFrames.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["WALL_HALF","ROOM"]}
09:56:45.739 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/drei","from":"src\\components\\room\\decorations\\CatFrames.tsx"}
09:56:45.739 [DEBUG] [unusedFiles     ] BFS 방문  {"step":45,"file":"src\\components\\room\\decorations\\IconFrames.tsx","queueRemaining":19}
09:56:45.759 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\decorations\\IconFrames.tsx","importCount":7}
09:56:45.762 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\decorations\\IconFrames.tsx"}
09:56:45.762 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\decorations\\IconFrames.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.763 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\decorations\\IconFrames.tsx"}
09:56:45.763 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\decorations\\IconFrames.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["HoverLift"]}
09:56:45.763 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\decorations\\IconFrames.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR"]}
09:56:45.764 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\decorations\\IconFrames.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SIZE"]}
09:56:45.764 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./iconTextures","from":"src\\components\\room\\decorations\\IconFrames.tsx","resolved":"src\\components\\room\\decorations\\iconTextures.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["ICON_META","getIconTexture"]}
09:56:45.764 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\decorations\\iconTextures.ts"}
09:56:45.764 [DEBUG] [unusedFiles     ] BFS 방문  {"step":46,"file":"src\\components\\room\\decorations\\WallClock.tsx","queueRemaining":19}
09:56:45.789 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\decorations\\WallClock.tsx","importCount":7}
09:56:45.794 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\decorations\\WallClock.tsx"}
09:56:45.795 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\room\\decorations\\WallClock.tsx"}
09:56:45.796 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\decorations\\WallClock.tsx"}
09:56:45.796 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\decorations\\WallClock.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.796 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\decorations\\WallClock.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.796 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\decorations\\WallClock.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.797 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\decorations\\WallClock.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SIZE"]}
09:56:45.797 [DEBUG] [unusedFiles     ] BFS 방문  {"step":47,"file":"src\\components\\room\\decorations\\catTextures.ts","queueRemaining":1}
09:56:45.814 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\decorations\\catTextures.ts","importCount":0}
09:56:45.815 [DEBUG] [unusedFiles     ] BFS 방문  {"step":48,"file":"src\\components\\room\\decorations\\iconTextures.ts","queueRemaining":0}
09:56:45.841 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\decorations\\iconTextures.ts","importCount":1}
09:56:45.845 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\decorations\\iconTextures.ts"}
09:56:45.845 [INFO ] [unusedFiles     ] BFS 도달성 분석 완료  {"reachableCount":48,"dynamicImportDirCount":0,"dynamicImportDirs":[],"importGraphNodeCount":31}
09:56:45.870 [DEBUG] [unusedFiles     ] 미사용 파일 발견  {"file":"src/components/snowBackground/ForestLights.tsx","size":1967,"confidence":"high"}
09:56:45.881 [DEBUG] [unusedFiles     ] 미사용 파일 발견  {"file":"src/components/snowBackground/GlassSphere.tsx","size":905,"confidence":"high"}
09:56:45.881 [INFO ] [unusedFiles     ] 미사용 파일 탐지 완료  {"count":2,"files":["src/components/snowBackground/ForestLights.tsx (high, 1967B)","src/components/snowBackground/GlassSphere.tsx (high, 905B)"]}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"app\\layout.tsx"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"app\\page.tsx"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"src\\app\\page.tsx"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"eslint.config.mjs"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"next-env.d.ts"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"next.config.ts"}
09:56:45.881 [DEBUG] [unusedFiles     ] 진입점 파일 - dead export 분석 스킵  {"file":"postcss.config.mjs"}
09:56:46.389 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/canvas/DayNightContext.tsx","deadExports":["Mode"],"usedExports":["DayNightProvider","useDayNight","PRESETS"],"confidence":"high"}
09:56:46.456 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/canvas/WeatherContext.tsx","deadExports":["WeatherMode"],"usedExports":["WeatherProvider","useWeather"],"confidence":"high"}
09:56:51.802 [DEBUG] [unusedFiles     ] namespace import으로 소비된 파일 - dead export 분석 스킵  {"file":"src\\components\\canvas\\SceneContainer.tsx"}
09:56:51.918 [DEBUG] [unusedFiles     ] namespace import으로 소비된 파일 - dead export 분석 스킵  {"file":".next\\dev\\types\\routes.d.ts"}
09:56:52.537 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/layout.ts","deadExports":["LIGHTS","FOG","WEATHER"],"usedExports":["CAMERA","ORBIT","POS","SIZE","SIGN","ROT"],"confidence":"high"}
09:56:52.655 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/Performance.ts","deadExports":["ENV_PERF","FRAMELOOP_ALWAYS","FRAMELOOP_DEMAND"],"usedExports":["CANVAS_PERF"],"confidence":"high"}
09:56:53.445 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/snowBackground/House.tsx","deadExports":["HouseProps"],"usedExports":["default"],"confidence":"high"}
09:56:54.008 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/structure/Moulding.tsx","deadExports":["SIGNS_DATA"],"usedExports":["default"],"confidence":"high"}
09:56:54.901 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/constants.ts","deadExports":["WALL_LEFT","WALL_BACK"],"usedExports":["WALL_HALF","COLOR","DELAY","ROOM","WIN"],"confidence":"high"}
09:56:55.007 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/materials.ts","deadExports":["spread","MatProps"],"usedExports":["MAT"],"confidence":"high"}
09:56:55.511 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/decorations/catTextures.ts","deadExports":["CatFrameKey","getCatTexture"],"usedExports":["CAT_FRAME_META","CAT_URLS"],"confidence":"high"}
09:56:55.619 [DEBUG] [unusedFiles     ] dead export 발견  {"file":"src/components/room/decorations/iconTextures.ts","deadExports":["IconKey"],"usedExports":["ICON_META","getIconTexture"],"confidence":"high"}
09:56:55.619 [INFO ] [unusedFiles     ] dead export 탐지 완료  {"count":10,"files":["src/components/canvas/DayNightContext.tsx: [Mode]","src/components/canvas/WeatherContext.tsx: [WeatherMode]","src/components/room/constants.ts: [WALL_LEFT, WALL_BACK]","src/components/room/decorations/catTextures.ts: [CatFrameKey, getCatTexture]","src/components/room/decorations/iconTextures.ts: [IconKey]","src/components/room/layout.ts: [LIGHTS, FOG, WEATHER]","src/components/room/materials.ts: [spread, MatProps]","src/components/room/Performance.ts: [ENV_PERF, FRAMELOOP_ALWAYS, FRAMELOOP_DEMAND]","src/components/room/structure/Moulding.tsx: [SIGNS_DATA]","src/components/snowBackground/House.tsx: [HouseProps]"]}
09:56:55.619 [INFO ] [unusedFiles     ] 순환 참조 탐지 시작  {"graphNodes":31}
09:56:55.620 [INFO ] [unusedFiles     ] 순환 참조 탐지 완료  {"count":0}
09:56:55.620 [INFO ] [unusedFiles     ] 미사용 패키지 탐지 시작
09:56:55.834 [INFO ] [unusedFiles     ] 미사용 패키지 탐지 완료  {"count":3,"packages":["@nodetoy/react-nodetoy@^0.1.24","@react-three/postprocessing@^3.0.4","react-dom@19.2.3"]}
09:56:55.835 [INFO ] [unusedFiles     ] 마법 값 탐지 시작
09:56:56.020 [INFO ] [unusedFiles     ] 마법 값 탐지 완료  {"count":120,"values":["\"0.5\" ×23 (colors) → COLOR_0_5","\"0.05\" ×13 (general) → VALUE_0_05","\"0.22\" ×13 (api) → API_0_22","\"0.08\" ×12 (api) → LERP_APPEAR","\"1.8\" ×12 (colors) → COLOR_1_8","\"0.12\" ×10 (general) → LERP_HOVER","\"0.10\" ×10 (general) → VALUE_0_10","\"0.30\" ×10 (general) → VALUE_0_30","\"0.18\" ×10 (general) → VALUE_0_18","\"1.2\" ×9 (api) → API_1_2","\"0.20\" ×9 (general) → VALUE_0_20","\"0.4\" ×8 (colors) → COLOR_0_4","\"0.8\" ×8 (general) → PEDESTAL_TOP","\"0.28\" ×8 (config) → FONTSIZE_0_28","\"0.40\" ×8 (general) → VALUE_0_40","\"0.14\" ×8 (config) → ICONFONTSIZE_0_14","\"0.07\" ×7 (general) → VALUE_0_07","\"0.2\" ×7 (colors) → COLOR_0_2","\"0.38\" ×7 (config) → SIZEX_0_38","\"0.55\" ×7 (general) → VALUE_0_55","\"0.1\" ×7 (general) → VALUE_0_1","\"#EEF4FF\" ×7 (colors) → COLOR_EEF4FF","\"0.85\" ×6 (general) → VALUE_0_85","\"1.6\" ×6 (general) → VALUE_1_6","\"0.75\" ×6 (general) → VALUE_0_75","\"0.65\" ×6 (general) → VALUE_0_65","\"0.6\" ×6 (general) → VALUE_0_6","\"#2A1A0A\" ×6 (colors) → COLOR_2A1A0A","\"night\" ×6 (general) → KEY_NIGHT","\"0.15\" ×5 (general) → VALUE_0_15","\"#1A1A1A\" ×5 (colors) → COLOR_1A1A1A","\"1.5\" ×5 (general) → VALUE_1_5","\"0.06\" ×5 (general) → VALUE_0_06","\"0.88\" ×5 (config) → SIZEY_0_88","\"0.80\" ×5 (config) → SIZEZ_0_80","\"0.04\" ×5 (general) → VALUE_0_04","\"0.62\" ×5 (general) → VALUE_0_62","\"0.50\" ×5 (general) → VALUE_0_50","\"2.5\" ×5 (general) → VALUE_2_5","\"relative\" ×5 (general) → KEY_RELATIVE","\"50%\" ×5 (colors) → COLOR_50","\"#ffffff\" ×5 (colors) → COLOR_FFFFFF","\"pointer\" ×4 (general) → KEY_POINTER","\"5.5\" ×4 (config) → HEIGHT_5_5","\"#9C7B5A\" ×4 (colors) → COLOR_9C7B5A","\"0.3\" ×4 (general) → VALUE_0_3","\"1.4\" ×4 (general) → VALUE_1_4","\"11\" ×4 (general) → VALUE_11","\"60\" ×4 (config) → SPARK_COUNT","\"0.012\" ×4 (general) → VALUE_0_012","\"0.020\" ×4 (general) → VALUE_0_020","\"0.42\" ×4 (general) → VALUE_0_42","\"0.24\" ×4 (general) → VALUE_0_24","\"0.90\" ×4 (general) → VALUE_0_90","\"0.32\" ×4 (general) → VALUE_0_32","\"0.45\" ×4 (general) → VALUE_0_45","\"absolute\" ×4 (general) → KEY_ABSOLUTE","\"day\" ×4 (general) → KEY_DAY","\"4.5\" ×4 (colors) → COLOR_4_5","\"#3D2B1F\" ×4 (colors) → COLOR_3D2B1F","\"0.001\" ×4 (general) → VALUE_0_001","\"0.25\" ×3 (general) → VALUE_0_25","\"#F5EFE6\" ×3 (colors) → COLOR_F5EFE6","\"40\" ×3 (config) → MAXDISTANCE_40","\"3.5\" ×3 (general) → VALUE_3_5","\"0.005\" ×3 (config) → SIZEY_0_005","\"0.02\" ×3 (general) → VALUE_0_02","\"0.03\" ×3 (api) → API_0_03","\"0.66\" ×3 (general) → VALUE_0_66","\"0.64\" ×3 (general) → VALUE_0_64","\"0.72\" ×3 (general) → VALUE_0_72","\"0.52\" ×3 (general) → VALUE_0_52","\"0.60\" ×3 (general) → VALUE_0_60","\"column\" ×3 (general) → KEY_COLUMN","\"1.4rem\" ×3 (config) → WIDTH_1_4REM","\"2rem\" ×3 (config) → HEIGHT_2REM","\"1px\" ×3 (config) → WIDTH_1PX","\"#CC2200\" ×3 (colors) → COLOR_CC2200","\"0.004\" ×3 (general) → VALUE_0_004","\"@/components/canvas/SceneContainer\" ×2 (config) → IMPORT_COMPONENTS_CANVAS_SCENE_CONTAINER","\"2.6\" ×2 (general) → VALUE_2_6","\"0.9\" ×2 (general) → VALUE_0_9","\"2.8\" ×2 (general) → VALUE_2_8","\"#7C5C3A\" ×2 (colors) → COLOR_7C5C3A","\"#2C1F14\" ×2 (colors) → COLOR_2C1F14","\"#3A2510\" ×2 (colors) → COLOR_3A2510","\"0.7\" ×2 (general) → VALUE_0_7","\"18\" ×2 (general) → VALUE_18","\"2.4\" ×2 (general) → VALUE_2_4","\"1.85\" ×2 (general) → VALUE_1_85","\"0.59\" ×2 (general) → VALUE_0_59","\"0.015\" ×2 (general) → VALUE_0_015","\"72\" ×2 (general) → VALUE_72","\"https://github.com/cjfwls39\" ×2 (api) → API_HTTPS_GITHUB_COM_CJFWLS39","\"1rem\" ×2 (general) → VALUE_1REM","\"0.5rem\" ×2 (general) → VALUE_0_5REM","\"0.2em\" ×2 (general) → VALUE_0_2EM","\"hidden\" ×2 (general) → KEY_HIDDEN","\"PROJECTS\" ×2 (general) → VALUE_PROJECTS","\"SKILLS\" ×2 (general) → VALUE_SKILLS","\"CONTACT\" ×2 (general) → VALUE_CONTACT","\"700\" ×2 (general) → VALUE_700","\"6.5\" ×2 (general) → VALUE_6_5","\"#E0F7FA\" ×2 (colors) → COLOR_E0F7FA","\"13\" ×2 (config) → LINEWIDTH_13","\"0.35\" ×2 (general) → VALUE_0_35","\"rgba(30,40,70,0.82)\" ×2 (general) → VALUE_RGBA_30_40_70_0_82","\"rgba(255,245,220,0.88)\" ×2 (general) → VALUE_RGBA_255_245_220_0_88","\"rgba(40,55,100,0.92)\" ×2 (general) → VALUE_RGBA_40_55_100_0_92","\"rgba(255,252,235,0.95)\" ×2 (general) → VALUE_RGBA_255_252_235_0_95","\"rgba(120,160,255,0.5)\" ×2 (general) → VALUE_RGBA_120_160_255_0_5","\"rgba(220,180,80,0.6)\" ×2 (general) → VALUE_RGBA_220_180_80_0_6","\"rgba(200,225,255,0.95)\" ×2 (general) → VALUE_RGBA_200_225_255_0_95","\"rgba(80,55,20,0.95)\" ×2 (general) → VALUE_RGBA_80_55_20_0_95","\"#5D3A1A\" ×2 (colors) → COLOR_5D3A1A","\"canvas\" ×2 (general) → KEY_CANVAS","\"2d\" ×2 (general) → VALUE_2D","\"98\" ×2 (general) → VALUE_98","\"0.48\" ×2 (general) → VALUE_0_48","\"#888888\" ×2 (colors) → CHAIN_C"]}
09:56:56.020 [INFO ] [unusedFiles     ] 전체 분석 완료  {"totalScanned":45,"unusedFiles":2,"deadExportFiles":10,"circularDeps":0,"unusedPackages":3,"magicValues":120,"entryPoints":3}
